"year","met","variable","value","description","units"
1910,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1911,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1912,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1913,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1914,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1915,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1916,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1917,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1918,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1919,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1920,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1921,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1922,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1923,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1924,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1925,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1926,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1927,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1928,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1929,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1930,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1931,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1932,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1933,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1934,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1935,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1936,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1937,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1938,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1939,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1940,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1941,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1942,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1943,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1944,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1945,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1946,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1947,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1948,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1949,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1950,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1951,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1952,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1953,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1954,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1955,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1956,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1957,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1958,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1959,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1960,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1961,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1962,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1963,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1964,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1965,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1966,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1967,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1968,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1969,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1970,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1971,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1972,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1973,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1974,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1975,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1976,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1977,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1978,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1979,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1980,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1981,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1982,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1983,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1984,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1985,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1986,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1987,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1988,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1989,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1990,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1991,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1992,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1993,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1994,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1995,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1996,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1997,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1998,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1999,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2000,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2001,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2002,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2003,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2004,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2005,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2006,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2007,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2008,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2009,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2010,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2011,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2012,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2013,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2014,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2015,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2016,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2017,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2018,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2019,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2020,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2021,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2022,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2023,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2024,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2025,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2026,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2027,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2028,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2029,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2030,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2031,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2032,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2033,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2034,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2035,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2036,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2037,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2038,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2039,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2040,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2041,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2042,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2043,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2044,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2045,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2046,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2047,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2048,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2049,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
2050,"2000","vbdsf",32.8804898308953,"visible beam downward solar radiation","W m-2"
1900,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1901,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1902,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1903,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1904,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1905,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1906,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1907,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1908,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1909,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1910,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1911,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1912,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1913,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1914,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1915,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1916,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1917,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1918,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1919,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1920,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1921,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1922,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1923,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1924,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1925,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1926,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1927,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1928,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1929,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1930,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1931,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1932,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1933,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1934,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1935,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1936,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
1937,"2000","vddsf",33.8454483316923,"visible diffuse downward solar radiation","W m-2"
